longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
72.83788576,19.23474263,9,502,816,2667,1827,0.818947876,1199912.201,NEAR OCEAN
72.87393869,19.13871713,10,3427,620,3038,1194,0.648533951,1709542.97,NEAR OCEAN
72.8386485,19.24233078,40,2760,791,349,188,0.371265171,1029432.7,NEAR OCEAN
72.79121829,19.25433046,40,1148,1293,2630,1271,0.790039485,222116.1276,NEAR OCEAN
72.79126949,19.21789482,20,4272,367,362,562,0.671042418,260985.5203,NEAR OCEAN
72.85627623,19.01119393,26,2497,1715,531,2003,1.37671405,2931422.938,NEAR OCEAN
72.8470503,19.0493711,14,3610,1833,3388,1529,1.361818329,6025590.548,NEAR OCEAN
72.80899372,19.23544346,30,3201,1496,4334,1717,0.530665017,335421.8785,NEAR OCEAN
72.92954699,19.10648206,37,4180,277,2964,1597,1.181835472,4491146.5,NEAR OCEAN
72.90046738,19.09580185,29,816,1278,4969,583,1.395396804,3440971.703,NEAR OCEAN
72.8746894,19.10444369,35,4245,1660,1904,938,0.772264787,1640288.251,NEAR OCEAN
72.90774784,19.21471398,46,1190,656,4974,1571,0.46740673,836652.9828,NEAR OCEAN
72.86765632,19.14538483,5,881,564,3533,296,0.36700744,1997964.358,NEAR OCEAN
72.78694107,19.2559882,28,5940,1676,1143,2373,0.101331196,461732.2193,NEAR OCEAN
72.82979512,19.11462969,8,5730,826,4559,1456,1.11596276,1978535.786,NEAR OCEAN
72.87592739,19.1641495,33,2194,1721,1272,429,0.768730053,1448367.594,NEAR OCEAN
72.89645667,19.18736348,39,2791,870,3168,358,0.340363165,1028338.869,NEAR OCEAN
72.90305496,19.01484217,7,4192,1484,1899,809,0.903090902,911232.0901,NEAR OCEAN
72.84680914,19.02701701,48,3747,668,4111,1131,2.092357468,7717448.893,NEAR OCEAN
72.86083962,19.18983058,32,1780,1799,3894,1983,0.912754941,1277435.029,NEAR OCEAN
72.9193411,19.02554089,13,3135,364,4494,528,0.989414899,848907.1744,NEAR OCEAN
72.89863389,19.14459007,25,766,870,2810,1679,0.588691006,2148265.044,NEAR OCEAN
72.84746776,18.97398623,15,1351,86,4107,1520,1.00148463,968308.0399,NEAR OCEAN
72.93044765,19.07114049,19,5986,1364,2089,1079,1.01423905,4621146.971,NEAR OCEAN
72.85104852,19.02916153,25,2117,1477,2551,2250,0.904839529,5419816.102,NEAR OCEAN
72.79370447,19.21894134,44,5630,1751,4810,826,0.550053614,418844.95,NEAR OCEAN
72.83944745,19.04996749,7,4970,1192,4273,688,1.650755587,8785853.198,NEAR OCEAN
